Ausgabe,Datum,Locales?,Neues aus Köln?,Wochentag
1908_7_9_398056.txt,1908-07-09,0,0,3
1908_7_10_398057.txt,1908-07-10,0,0,4
1908_7_11_398058.txt,1908-07-11,0,0,5
1908_7_13_398061.txt,1908-07-13,0,0,0
1908_7_14_398062.txt,1908-07-14,0,0,1
1908_7_15_398063.txt,1908-07-15,0,0,2
1908_7_16_398064.txt,1908-07-16,0,0,3
1908_7_17_398065.txt,1908-07-17,0,0,4
1908_7_18_398066.txt,1908-07-18,0,0,5
1908_7_21_398070.txt,1908-07-21,0,0,1
1908_7_25_398074.txt,1908-07-25,0,0,5
1908_7_27_398077.txt,1908-07-27,0,0,0
1908_7_28_398078.txt,1908-07-28,0,0,1
1908_7_29_398079.txt,1908-07-29,0,0,2
1908_8_3_398085.txt,1908-08-03,0,0,0
1908_8_4_398086.txt,1908-08-04,0,0,1
1908_8_5_398087.txt,1908-08-05,0,0,2
1908_8_7_398089.txt,1908-08-07,0,0,4
1908_8_10_398093.txt,1908-08-10,0,0,0
1908_8_13_398096.txt,1908-08-13,0,0,3
1908_8_14_398097.txt,1908-08-14,0,0,4
1908_8_20_398104.txt,1908-08-20,0,0,3
1908_8_21_398105.txt,1908-08-21,0,0,4
1908_8_25_398110.txt,1908-08-25,0,0,1
1908_8_27_398112.txt,1908-08-27,0,0,3
1908_8_28_398113.txt,1908-08-28,0,0,4
1908_9_1_398118.txt,1908-09-01,0,0,1
1908_9_2_398119.txt,1908-09-02,0,0,2
1908_9_6_398123.txt,1908-09-06,0,0,6
1908_9_9_398126.txt,1908-09-09,0,0,2
1908_9_11_398207.txt,1908-09-11,0,0,4
1908_9_12_398208.txt,1908-09-12,0,0,5
1908_9_17_398214.txt,1908-09-17,0,0,3
1908_9_19_398216.txt,1908-09-19,0,0,5
1908_9_23_398221.txt,1908-09-23,0,0,2
1908_9_26_398224.txt,1908-09-26,0,0,5
1908_9_28_398227.txt,1908-09-28,0,0,0
1908_9_30_398229.txt,1908-09-30,0,0,2
1908_10_1_398230.txt,1908-10-01,0,0,3
1908_10_5_398235.txt,1908-10-05,0,0,0
1908_10_6_398236.txt,1908-10-06,0,0,1
1908_10_8_398238.txt,1908-10-08,0,0,3
1908_10_9_398239.txt,1908-10-09,0,0,4
1908_10_15_398246.txt,1908-10-15,0,0,3
1908_10_17_398248.txt,1908-10-17,0,0,5
1908_10_19_398251.txt,1908-10-19,0,0,0
1908_10_21_398253.txt,1908-10-21,0,0,2
1908_10_22_398254.txt,1908-10-22,0,0,3
1908_10_23_398255.txt,1908-10-23,0,0,4
1908_10_26_398259.txt,1908-10-26,0,0,0
1908_10_30_398263.txt,1908-10-30,0,0,4
1908_11_3_398268.txt,1908-11-03,0,0,1
1908_11_5_398270.txt,1908-11-05,0,0,3
1908_11_6_398271.txt,1908-11-06,0,0,4
1908_11_7_398272.txt,1908-11-07,0,0,5
1908_11_9_398275.txt,1908-11-09,0,0,0
1908_11_10_398276.txt,1908-11-10,0,0,1
1908_11_12_398278.txt,1908-11-12,0,0,3
1908_11_14_398280.txt,1908-11-14,0,0,5
1908_11_27_398424.txt,1908-11-27,0,0,4
1908_12_2_398430.txt,1908-12-02,0,0,2
1908_12_19_398449.txt,1908-12-19,0,0,5
1908_12_22_398453.txt,1908-12-22,0,0,1
1908_12_23_398454.txt,1908-12-23,0,0,2
1908_12_24_398455.txt,1908-12-24,0,0,3
1908_12_27_398457.txt,1908-12-27,0,0,6
1908_12_28_398458.txt,1908-12-28,0,0,0
1908_12_30_398460.txt,1908-12-30,0,0,2
1909_1_1_398462.txt,1909-01-01,0,0,4
1909_1_2_398463.txt,1909-01-02,0,0,5
1909_1_5_398467.txt,1909-01-05,0,0,1
1909_1_6_398468.txt,1909-01-06,0,0,2
1909_1_8_398470.txt,1909-01-08,0,0,4
1909_1_9_398471.txt,1909-01-09,0,0,5
1909_1_11_398474.txt,1909-01-11,0,0,0
1909_1_14_398477.txt,1909-01-14,0,0,3
1909_1_15_398478.txt,1909-01-15,0,0,4
1909_1_16_398479.txt,1909-01-16,0,0,5
1909_1_18_398483.txt,1909-01-18,0,0,0
1909_1_20_398485.txt,1909-01-20,0,0,2
1909_1_23_398488.txt,1909-01-23,0,0,5
1909_1_25_398491.txt,1909-01-25,0,0,0
1909_1_26_398492.txt,1909-01-26,0,0,1
1909_1_29_398495.txt,1909-01-29,0,0,4
1909_1_30_398496.txt,1909-01-30,0,0,5
1909_2_1_398499.txt,1909-02-01,0,0,0
1909_2_3_398501.txt,1909-02-03,0,0,2
1909_2_4_398502.txt,1909-02-04,0,0,3
1909_2_6_398504.txt,1909-02-06,0,0,5
1909_2_11_398510.txt,1909-02-11,0,0,3
1909_2_12_398511.txt,1909-02-12,0,0,4
1909_2_15_398515.txt,1909-02-15,0,0,0
1909_2_16_398516.txt,1909-02-16,0,0,1
1909_2_17_398517.txt,1909-02-17,0,0,2
1909_2_24_398523.txt,1909-02-24,0,0,2
1909_3_2_398530.txt,1909-03-02,0,0,1
1909_3_3_398531.txt,1909-03-03,0,0,2
1909_3_5_398533.txt,1909-03-05,0,0,4
1909_3_9_398538.txt,1909-03-09,0,0,1
1909_3_10_398539.txt,1909-03-10,0,0,2
1909_3_13_398542.txt,1909-03-13,0,0,5
1909_3_15_398545.txt,1909-03-15,0,0,0
1909_3_16_398546.txt,1909-03-16,0,0,1
1909_3_19_398549.txt,1909-03-19,0,0,4
1909_3_20_398550.txt,1909-03-20,0,0,5
1909_3_22_398553.txt,1909-03-22,0,0,0
1909_3_23_398554.txt,1909-03-23,0,0,1
1909_3_24_398555.txt,1909-03-24,0,0,2
1909_3_25_398556.txt,1909-03-25,0,0,3
1909_3_26_398557.txt,1909-03-26,0,0,4
1909_3_27_398558.txt,1909-03-27,0,0,5
1909_4_2_398565.txt,1909-04-02,0,0,4
1909_4_6_398571.txt,1909-04-06,0,0,1
1909_4_14_398579.txt,1909-04-14,0,0,2
1909_4_15_398580.txt,1909-04-15,0,0,3
1909_4_17_398582.txt,1909-04-17,0,0,5
1909_4_19_398585.txt,1909-04-19,0,0,0
1909_4_23_398589.txt,1909-04-23,0,0,4
1909_4_28_398595.txt,1909-04-28,0,0,2
1909_4_29_398596.txt,1909-04-29,0,0,3
1909_5_1_398598.txt,1909-05-01,0,0,5
1909_5_3_398601.txt,1909-05-03,0,0,0
1909_5_6_398604.txt,1909-05-06,0,0,3
1909_5_7_398605.txt,1909-05-07,0,0,4
1909_5_10_398609.txt,1909-05-10,0,0,0
1909_5_11_398610.txt,1909-05-11,0,0,1
1909_5_12_398611.txt,1909-05-12,0,0,2
1909_5_18_398618.txt,1909-05-18,0,0,1
1909_5_19_398619.txt,1909-05-19,0,0,2
1909_5_21_398621.txt,1909-05-21,0,0,4
1909_5_22_398622.txt,1909-05-22,0,0,5
1909_5_24_398625.txt,1909-05-24,0,0,0
1909_5_25_398626.txt,1909-05-25,0,0,1
1909_5_27_398628.txt,1909-05-27,0,0,3
1909_5_28_398629.txt,1909-05-28,0,0,4
1909_5_29_398630.txt,1909-05-29,0,0,5
1909_6_1_398633.txt,1909-06-01,0,0,1
1909_6_3_398635.txt,1909-06-03,0,0,3
1909_6_4_398636.txt,1909-06-04,0,0,4
1909_6_5_398637.txt,1909-06-05,0,0,5
1909_6_7_398640.txt,1909-06-07,0,0,0
1909_6_9_398642.txt,1909-06-09,0,0,2
1909_6_10_398643.txt,1909-06-10,0,0,3
1909_6_12_398645.txt,1909-06-12,0,0,5
1909_6_15_398649.txt,1909-06-15,0,0,1
1909_6_16_398650.txt,1909-06-16,0,0,2
1909_6_17_398651.txt,1909-06-17,0,0,3
1909_6_18_398652.txt,1909-06-18,0,0,4
1909_6_19_398653.txt,1909-06-19,0,0,5
